  CveAct;Catalogo  ;No Inv ;Año ;Descripción                                   ;    CveAds; NumSerie    ; CveBaja
  4113; I180000062;00040;99 ;CON ADAPTADOR PC SIN MARCA, SIN MODELO, DE METAL, MEDIDAS: 0.94 X0.36 X 0.70 MTS.;   11922 ;?           ;    0  ;
  4114; I180000062;00041;99 ;CON ADAPTADOR PC SIN MARCA, SIN MODELO, DE METAL, MEDIDAS: 0.94 X0.36 X 0.70 MTS.;   11922 ;?           ;    0  ;
  4115; I180000062;00042;99 ;CON ADAPTADOR PC SIN MARCA, SIN MODELO, DE METAL, MEDIDAS: 0.94 X0.36 X 0.70 MTS.;   11922 ;?           ;    0  ;
  4116; I180000062;00043;99 ;CON ADAPTADOR PC SIN MARCA, SIN MODELO, DE METAL COLOR BEIGE, MEDIDAS: 0.94 X0.36 X 0.70 MTS.;   11922 ;?           ;    0  ;
  4117; I180000062;00044;99 ;CON ADAPTADOR PC SIN MARCA, SIN MODELO, DE METAL COLOR BEIGE, MEDIDAS: 0.94 X0.36 X 0.70 MTS.;   11922 ;?           ;    0  ;
  4118; I180000062;00045;99 ;CON ADAPTADOR PC SIN MARCA, SIN MODELO, DE METAL COLOR BEIGE, MEDIDAS: 0.94 X0.36 X 0.70 MTS.;   11922 ;?           ;    0  ;
  4119; I180000062;00046;99 ;DE 1 ENTREPAÑO SIN MARCA, SIN MODELO COLOR BEIGE, MEDIDAS: 0.64 X 0.81 X 1.25 MTS.;   11200 ;?           ;    0  ;
  4120; I180000062;00047;99 ;DE 1 ENTREPAÑO SIN MARCA, SIN MODELO COLOR BEIGE, MEDIDAS: 0.64 X 0.81 X 1.25 MTS.;   11920 ;?           ;    0  ;
  4121; I180000062;00048;99 ;SIN MARCA, SIN MODELO, MEDIDAS: 0.75 X 0.77 X 1.42 MTS. ACUERDO 9865;   Z11990;?           ;    0  ;
  4122; I180000062;00049;99 ;SIN MARCA, SIN MODELO, MEDIDAS: 0.75 X 0.77 X 1.42 MTS. ACUERDO 9865;   Z11990;?           ;    0  ;
  17538; I180000062;00051;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   Z09   ;            ;    0  ;
  18234; I180000062;00051;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100108;            ;    0  ;
  18030; I180000062;00052;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100108;            ;    0  ;
  18031; I180000062;00053;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   11922 ;            ;    0  ;
  18032; I180000062;00054;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100108;            ;    0  ;
  18033; I180000062;00055;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100108;            ;    0  ;
  18034; I180000062;00056;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   11922 ;            ;    0  ;
  18035; I180000062;00057;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   11922 ;            ;    0  ;
  18036; I180000062;00058;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   11922 ;            ;    0  ;
  18037; I180000062;00059;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100108;            ;    0  ;
  18038; I180000062;00060;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100108;            ;    0  ;
  18039; I180000062;00061;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100208;            ;    0  ;
  18040; I180000062;00062;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100208;            ;    0  ;
  18041; I180000062;00063;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100108;            ;    0  ;
  18042; I180000062;00064;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100108;            ;    0  ;
  18043; I180000062;00065;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   i-1100208;            ;    0  ;
  18044; I180000062;00066;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   i-1100208;            ;    0  ;
  18045; I180000062;00067;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   i-1100208;            ;    0  ;
  18046; I180000062;00068;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   i-1100208;            ;    0  ;
  18047; I180000062;00069;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   i-1100208;            ;    0  ;
  18048; I180000062;00070;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   i-1100208;            ;    0  ;
  18049; I180000062;00071;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100308;            ;    0  ;
  18050; I180000062;00072;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100308;            ;    0  ;
  18051; I180000062;00073;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100308;            ;    0  ;
  18052; I180000062;00074;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100308;            ;    0  ;
  18053; I180000062;00075;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100308;            ;    0  ;
  18054; I180000062;00076;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100308;            ;    0  ;
  18055; I180000062;00077;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100308;            ;    0  ;
  18056; I180000062;00078;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100308;            ;    0  ;
  18057; I180000062;00079;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100308;            ;    0  ;
  18058; I180000062;00080;08 ;PARA COMPUTADORA  MARCA WOODS, MODELO MC90, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100308;            ;    0  ;
  2777; I180000062;00139;94 ;PARA COMPUTADORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 1.20 X 0.60 X 0.70 MTS.;   11800 ;?           ;    0  ;
  2778; I180000062;00140;94 ;PARA COMPUTADORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 1.20 X 0.60 X 0.70 MTS.;   11713 ;?           ;    0  ;
  2779; I180000062;00141;94 ;PARA COMPUTADORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 1.20 X 0.60 X 0.70 MTS.;   11831 ;?           ;    0  ;
  2780; I180000062;00142;94 ;PARA COMPUTADORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 1.20 X 0.60 X 0.70 MTS.;   11923 ;?           ;    0  ;
  2781; I180000062;00143;94 ;PARA COMPUTADORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 1.20 X 0.60 X 0.70 MTS.;   11706 ;?           ;    0  ;
  2782; I180000062;00144;94 ;PARA COMPUTADORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 1.20 X 0.60 X 0.70 MTS.;   11800 ;?           ;    0  ;
  2783; I180000062;00145;94 ;PARA COMPUTADORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 1.20 X 0.60 X 0.70 MTS.;   11800 ;?           ;    0  ;
  2784; I180000062;00146;94 ;PARA COMPUTADORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 1.20 X 0.60 X 0.70 MTS.;   11800 ;?           ;    0  ;
  2785; I180000062;00147;94 ;PARA COMPUTADORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 1.20 X 0.60 X 0.70 MTS.;   11920 ;?           ;    0  ;
  2786; I180000062;00148;94 ;PARA COMPUTADORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 1.20 X 0.60 X 0.70 MTS.;   11711 ;?           ;    0  ;
  2787; I180000062;00149;94 ;PARA COMPUTADORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 1.20 X 0.60 X 0.70 MTS.;   11930 ;?           ;    0  ;
  2788; I180000062;00150;94 ;PARA COMPUTADORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 1.20 X 0.60 X 0.70 MTS.;   11700 ;?           ;    0  ;
  2789; I180000062;00151;94 ;PARA COMPUTADORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 1.20 X 0.60 X 0.70 MTS.;   11910 ;?           ;    0  ;
  2790; I180000062;00152;94 ;PARA IMPRESORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 0.60 X 0.80 X 0.68 MTS.;   11709 ;?           ;    0  ;
  2791; I180000062;00153;94 ;PARA IMPRESORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 0.60 X 0.80 X 0.68 MTS.;   11711 ;?           ;    0  ;
  2792; I180000062;00154;94 ;PARA IMPRESORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 0.60 X 0.80 X 0.68 MTS.;   11703 ;?           ;    0  ;
  2793; I180000062;00155;94 ;PARA IMPRESORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 0.60 X 0.80 X 0.68 MTS.;   11705 ;?           ;    0  ;
  2794; I180000062;00156;94 ;PARA IMPRESORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 0.60 X 0.80 X 0.68 MTS.;   11702 ;?           ;    0  ;
  2795; I180000062;00157;94 ;PARA IMPRESORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 0.60 X 0.80 X 0.68 MTS.;   11920 ;?           ;    0  ;
  2796; I180000062;00158;94 ;PARA IMPRESORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 0.60 X 0.80 X 0.68 MTS.;   11110 ;?           ;    0  ;
  2797; I180000062;00159;94 ;PARA IMPRESORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 0.60 X 0.80 X 0.68 MTS.;   11706 ;?           ;    0  ;
  2798; I180000062;00160;94 ;PARA IMPRESORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 0.60 X 0.80 X 0.68 MTS.;   11850 ;?           ;    0  ;
  2799; I180000062;00161;94 ;PARA IMPRESORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 0.60 X 0.80 X 0.68 MTS.;   11700 ;?           ;    0  ;
  2800; I180000062;00162;94 ;PARA IMPRESORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 0.60 X 0.80 X 0.68 MTS.;   11910 ;?           ;    0  ;
  2801; I180000062;00163;94 ;PARA IMPRESORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 0.60 X 0.80 X 0.68 MTS.;   11712 ;?           ;    0  ;
  2802; I180000062;00164;94 ;PARA IMPRESORA COMPRIMIDA, MARCA IMESSA, EN COLOR BLANCO, MEDIDAS: 0.60 X 0.80 X 0.68 MTS.;   11110 ;?           ;    0  ;
  15259; I180000062;00263;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100105;?           ;    0  ;
  15260; I180000062;00264;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100105;?           ;    0  ;
  15261; I180000062;00265;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100105;?           ;    0  ;
  15262; I180000062;00266;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100105;?           ;    0  ;
  15263; I180000062;00267;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100105;?           ;    0  ;
  15264; I180000062;00268;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100105;?           ;    0  ;
  15265; I180000062;00269;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDUIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100105;?           ;    0  ;
  15266; I180000062;00270;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100105;?           ;    0  ;
  15267; I180000062;00271;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100105;?           ;    0  ;
  15268; I180000062;00272;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100105;?           ;    0  ;
  15371; I180000062;00273;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100205;?           ;    0  ;
  15372; I180000062;00274;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100205;?           ;    0  ;
  15373; I180000062;00275;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100205;?           ;    0  ;
  15374; I180000062;00276;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100205;?           ;    0  ;
  15375; I180000062;00277;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100205;?           ;    0  ;
  15376; I180000062;00278;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100205;?           ;    0  ;
  15377; I180000062;00279;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100205;?           ;    0  ;
  15378; I180000062;00280;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100205;?           ;    0  ;
  15379; I180000062;00281;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100205;?           ;    0  ;
  15380; I180000062;00282;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100205;?           ;    0  ;
  15381; I180000062;00283;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   11713 ;?           ;    0  ;
  15382; I180000062;00284;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100305;?           ;    0  ;
  15383; I180000062;00285;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100305;?           ;    0  ;
  15384; I180000062;00286;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100305;?           ;    0  ;
  15385; I180000062;00287;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100305;?           ;    0  ;
  15386; I180000062;00288;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100305;?           ;    0  ;
  15387; I180000062;00289;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100305;?           ;    0  ;
  15388; I180000062;00290;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100305;?           ;    0  ;
  15389; I180000062;00291;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100305;?           ;    0  ;
  15390; I180000062;00292;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100305;?           ;    0  ;
  15521; I180000062;00293;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100405;?           ;    0  ;
  15522; I180000062;00294;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100405;?           ;    0  ;
  15523; I180000062;00295;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100405;?           ;    0  ;
  15524; I180000062;00296;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100405;?           ;    0  ;
  15525; I180000062;00297;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100405;?           ;    0  ;
  15526; I180000062;00298;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100405;?           ;    0  ;
  15527; I180000062;00299;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100405;?           ;    0  ;
  15528; I180000062;00300;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100405;?           ;    0  ;
  15529; I180000062;00301;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100405;?           ;    0  ;
  15530; I180000062;00302;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100405;?           ;    0  ;
  15571; I180000062;00303;05 ;MESA P/ COMPUTADORA MARCA VON SAUCE, MOD. UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO CUBIERTA MADERA AGLOMERADA GRIS, MED. 0.-90 X 0.-60 X 0.75 MTS.;   Z09   ;?           ;    9  ;
  15531; I180000062;00303;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100505;?           ;    0  ;
  15532; I180000062;00304;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100505;?           ;    0  ;
  15572; I180000062;00304;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO CUBIERTA MADERA AGLOMERADA GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   Z09   ;?           ;    9  ;
  15573; I180000062;00305;05 ;MESA P/ COMPUTADORA MARCA VON SAUCE, MOD. UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO CUBIERTA MADERA AGLOMERADA GRIS, MED. 0.-90 X 0.-60 X 0.75 MTS.;   Z09   ;?           ;    9  ;
  15533; I180000062;00305;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100505;?           ;    0  ;
  15574; I180000062;00306;05 ;MESA P/ COMPUTADORA MARCA VON SAUCE, MOD. UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO CUBIERTA MADERA AGLOMERADA GRIS, MED. 0.-90 X 0.-60 X 0.75 MTS.;   Z09   ;?           ;    9  ;
  15534; I180000062;00306;06 ;PARA COMPUTADORA MARCA VON HAUCKE, MODELO UNISPACE ESTRUCTURA LAMINA ROLADA COLOR NEGRO, CUBIERTA MADERA AGLOMERADA COLOR GRIS, MEDIDAS: 0.90 X 0.60 X 0.75 MTS.;   I-1100505;?           ;    0  ;
